timestamp,open,high,low,close
2024-04-01,1.08423,1.09261,1.08237,1.09068
2024-04-02,1.09056,1.09257,1.08432,1.08456
2024-04-03,1.08445,1.09168,1.07885,1.09023
2024-04-04,1.09035,1.09731,1.08835,1.09553
2024-04-05,1.09556,1.09695,1.08911,1.09065
2024-04-08,1.09066,1.09379,1.08849,1.09185
2024-04-09,1.09025,1.09173,1.08318,1.08603
2024-04-10,1.08620,1.09281,1.08610,1.09119
2024-04-11,1.09120,1.10004,1.09120,1.09923
2024-04-12,1.09923,1.10678,1.09780,1.10464
2024-04-15,1.10463,1.10760,1.09726,1.09967
